pathway	104B_1w_ML	104B_3w_ML	104B_4w_ML	104E_1w_ML	104E_3w_ML	104E_4w_ML	104R_1w_ML	104R_3w_ML	104R_4w_ML	104S_0w_ML	105B_1w_ML	105B_3w_ML	105B_4w_ML	105E_1w_ML	105E_3w_ML	105E_4w_ML	105R_1w_ML	105R_3w_ML	105R_4w_ML	105S_0w_ML	108B_1w_ML	108B_3w_ML	108B_4w_ML	108E_1w_ML	108E_3w_ML	108E_4w_ML	108R_1w_ML	108R_3w_ML	108R_4w_ML	108S_0w_ML	109B_1w_ML	109B_3w_ML	109B_4w_ML	109E_1w_ML	109E_3w_ML	109E_4w_ML	109R_1w_ML	109R_3w_ML	109R_4w_ML	109S_0w_ML	201B_1w_ML	201B_3w_ML	201B_4w_ML	201E_1w_ML	201E_3w_ML	201E_4w_ML	201R_1w_ML	201R_3w_ML	201R_4w_ML	201S_0w_ML	202B_1w_ML	202B_3w_ML	202B_4w_ML	202E_1w_ML	202E_3w_ML	202E_4w_ML	202R_1w_ML	202R_3w_ML	202R_4w_ML	202S_0w_ML	206B_1w_ML	206B_3w_ML	206B_4w_ML	206E_1w_ML	206E_3w_ML	206E_4w_ML	206R_1w_ML	206R_3w_ML	206R_4w_ML	206S_0w_ML	207B_1w_ML	207B_3w_ML	207B_4w_ML	207E_1w_ML	207E_3w_ML	207E_4w_ML	207R_1w_ML	207R_3w_ML	207R_4w_ML	207S_0w_ML	209B_1w_ML	209B_3w_ML	209B_4w_ML	209E_1w_ML	209E_3w_ML	209E_4w_ML	209R_1w_ML	209R_3w_ML	209R_4w_ML	209S_0w_ML	301B_1w_ML	301B_3w_ML	301B_4w_ML	301E_1w_ML	301E_3w_ML	301E_4w_ML	301R_1w_ML	301R_3w_ML	301R_4w_ML	301S_0w_ML	302B_1w_ML	302B_3w_ML	302B_4w_ML	302E_1w_ML	302E_3w_ML	302E_4w_ML	302R_1w_ML	302R_3w_ML	302R_4w_ML	302S_0w_ML	306B_1w_ML	306B_3w_ML	306B_4w_ML	306E_1w_ML	306E_3w_ML	306E_4w_ML	306R_3w_ML	306R_4w_ML	306S_0w_ML	309B_1w_ML	309B_3w_ML	309B_4w_ML	309E_1w_ML	309E_3w_ML	309E_4w_ML	309R_1w_ML	309R_3w_ML	309R_4w_ML	309S_0w_ML	310B_1w_ML	310B_3w_ML	310B_4w_ML	310E_1w_ML	310E_3w_ML	310E_4w_ML	310R_1w_ML	310R_3w_ML	310R_4w_ML	310S_0w_ML	411B_1w_ML	411B_3w_ML	411B_4w_ML	411E_1w_ML	411E_3w_ML	411E_4w_ML	411R_1w_ML	411R_3w_ML	411R_4w_ML	411S_0w_ML	Seed_CM_4
PWY-7400	10746.8465	10755.0394	10840.7756	9333.4506	11515.0965	12419.088	9483.6994	10387.1336	11171.4034	11090.7977	10964.1123	10963.5624	10750.7063	10294.2407	11708.9495	12244.0784	9429.6166	10578.1342	10751.5858	10711.8312	11037.0411	10878.7896	10980.2275	9094.2512	10468.7819	12149.2894	8923.4593	10741.9472	10777.9179	10799.4824	11000.9368	10828.6671	10886.8122	9856.4233	11227.1294	11857.4755	11249.3685	10633.5841	10943.6187	11927.3457	11118.3447	10756.8367	11084.3104	9623.4437	11520.1412	12368.9512	10275.5302	10649.9109	10665.4264	10863.0075	10793.4188	10487.0271	10703.4735	9551.5485	11696.9973	12183.9067	8993.031	10340.5202	10639.1586	11495.1814	10865.1613	10895.0813	10686.5283	9154.5842	11312.5172	12129.192	9227.6355	10523.3389	10923.1152	10788.7003	10883.129	10733.0226	10814.9562	8427.5464	11050.9501	11822.9056	9416.1387	10466.2033	10509.5388	10665.1949	10817.7977	10839.2765	10767.2478	9457.9488	11930.022	12573.6824	10448.1452	10617.128	13076.6262	11204.0352	10916.3998	11038.5154	10762.2365	8832.0729	11919.3809	10391.2791	9859.8827	10706.288	8295.335	11092.6726	10764.9519	10765.2211	10625.7837	8605.8074	11090.1854	12284.2573	9610.466	10433.4245	11515.3087	10704.7654	10678.735	10630.37	10814.6767	8839.2135	11256.6828	12060.8858	10501.3941	10533.8655	10799.5118	10721.3676	10607.5097	10672.9159	9607.8981	11592.3516	11263.2664	9922.8392	10535.581	10701.5003	10623.786	10666.8896	10861.1739	10824.2756	9093.7996	11442.3055	11531.0076	9603.677	10349.7464	10278.8536	10865.263	10878.7813	10716.1786	10732.7017	6968.1082	10886.1683	11995.5728	8638.9811	10328.8174	10417.4396	10911.1971	11275.7112
PWY-7401	29.0284	12.6608	4.8467	5.9717	1.9862	1.9945	11.8855	27.1134	16.6484	6.5724	21.1136	26.9971	21.8605	0.0	0.0	0.0	19.3696	20.0462	29.434	18.5515	29.883	12.5742	25.0278	4.9782	0.9958	2.9827	17.5766	29.0588	33.1861	16.5418	16.5335	6.6902	15.7868	1.998	0.9957	0.0	22.2642	32.5277	31.259	10.6117	26.0824	20.0948	11.7342	13.8662	0.991	1.9876	19.9002	34.0885	52.8109	12.439	24.0584	20.5799	22.2871	2.9918	1.9899	2.9742	17.8282	16.5288	12.6594	24.0991	17.3761	23.2964	19.5535	5.9755	0.0	1.9849	13.8922	28.3432	43.3117	22.9964	18.0068	15.7567	7.6363	0.9991	0.0	6.8376	21.5407	42.3547	17.3202	11.6951	15.0119	6.7326	21.0744	5.9682	2.9724	0.0	9.9563	24.5948	20.8975	18.3792	22.7915	19.9497	9.0355	5.9624	1.9794	0.0	26.4655	43.7086	15.7531	17.8012	16.5365	9.9623	23.1231	1.9963	0.9959	0.0	10.9266	18.4565	7.8555	24.5972	25.9375	11.4006	19.1251	3.9782	0.0	1.9768	15.5225	24.8089	17.4885	18.5225	3.8527	7.7054	4.9801	0.0	0.0	14.7711	7.9018	8.8733	11.0783	11.1784	7.5408	11.8046	0.0	0.0	2.9782	7.9366	9.7976	9.8357	9.4442	3.9242	2.9207	1.9704	1.9973	0.0	0.0	0.0	27.8393	7.9015	18.5788	0.0
PWY-7402	14.3581	6.2421	2.6736	0.0	0.0	0.0	0.0	9.9503	8.6941	3.6486	10.6066	7.7583	12.4548	0.0	0.0	0.0	8.8436	9.7464	14.1604	8.7998	17.9175	6.8859	14.4743	3.9735	0.0	1.5973	8.1376	10.1508	16.2883	9.2414	9.7406	4.3232	9.2212	1.2194	0.0	0.0	6.3907	15.025	16.8809	5.9088	14.0802	10.7323	7.0917	7.3857	0.7118	1.4528	11.5469	17.0939	23.8437	7.3351	14.9231	9.4285	12.57	2.3963	0.0	2.2052	9.18	8.3109	6.2505	13.2458	9.882	9.9283	12.0004	4.7665	0.0	1.397	0.0	15.1997	22.87	13.4854	10.773	8.396	3.9336	0.8604	0.0	0.0	0.0	19.8551	8.5116	5.8477	9.4858	4.4431	12.1751	2.9661	0.0	0.0	0.0	12.7159	11.5311	9.1521	13.5932	8.9186	5.051	3.0033	0.0	0.0	11.1309	20.1487	7.7216	10.4197	9.2638	5.8692	13.436	1.7663	0.9317	0.0	0.0	7.955	3.3758	14.5787	14.3881	7.5425	11.9097	3.261	0.0	0.0	8.9133	15.8379	10.4279	10.5984	2.7484	5.2458	0.0	0.0	0.0	6.5541	3.7485	5.8659	7.4235	7.0611	3.9049	7.3203	0.0	0.0	1.8441	3.3773	5.7002	5.9815	5.2307	3.2745	2.0656	1.7636	1.43	0.0	0.0	0.0	14.9826	5.482	9.3588	0.0
PWY-7431	2213.8631	2410.3593	2660.5754	4503.2928	10761.6626	11561.2793	1754.0627	3625.2664	4795.6926	2199.1483	2051.313	2381.467	2458.4479	2175.6202	11201.3078	10915.9616	2513.2574	3892.4641	4059.2897	2466.9647	1837.8984	2618.7092	2409.4044	5006.3641	7894.482	10868.2515	3340.9886	3098.3177	3477.3254	2216.4308	1881.2898	2593.7746	2609.4099	5696.2715	10625.7532	9931.3009	2626.1308	3772.0486	4047.825	3833.4708	2137.8859	3022.208	2382.9095	4869.092	11427.6719	10514.4654	2201.9349	3343.2848	3413.972	2753.2689	1889.8239	2369.7622	2646.7449	5932.0325	11892.3668	11742.9549	2718.3344	4105.2405	4204.8115	1923.5346	2246.2309	2267.4952	2658.3208	5676.5355	11685.9737	10755.0738	2653.1905	3498.0793	4033.286	2426.0113	1979.6416	2757.0904	2441.9526	5741.4054	10823.184	10991.3815	2577.6934	3984.0552	3506.2927	2317.9257	2100.9242	2697.4637	2597.6942	5403.4524	11685.0689	9784.9289	1784.6707	3829.6498	2502.235	3534.1952	1979.4504	2222.4628	2464.2916	5904.8369	11918.1502	7657.2443	2771.9696	3458.1671	1723.5079	2597.7311	1987.7875	2416.0822	2421.3096	5690.908	10662.2822	11030.5847	2318.7424	4198.5831	3423.169	2507.4894	2194.5177	2388.6588	2524.3452	5937.0657	10736.5618	11811.3053	3977.8076	3971.6374	2741.7887	1983.8966	2718.0089	2596.1824	6150.9771	11674.124	10058.0547	2438.6652	4002.8887	4286.0368	2593.9718	2438.9464	3284.2577	2866.6804	5934.8533	11981.7735	10480.9501	2569.7691	4654.0705	4194.7519	2753.2036	2662.2306	3053.0155	3232.0852	4772.0603	10910.6419	11303.8951	2130.3819	4227.4725	4465.3569	3014.1547	4720.2276
PWY-7446	85.563	48.357	140.0123	1358.6285	75.9542	120.6478	2283.0067	80.2194	287.1244	463.4496	17.2396	157.6681	16.5839	2766.8307	29.6814	20.6265	2371.1048	97.6541	103.7153	100.4191	119.4982	41.7175	14.1697	406.3111	27.8743	103.1535	1176.6507	59.8063	392.7355	32.6081	6.394	53.8183	125.6727	1183.8072	28.3646	104.2312	3475.8393	67.41	129.7716	18.4022	29.2459	244.839	912.8614	762.3886	89.5716	70.7556	1883.1803	133.9721	77.302	94.1084	23.6417	88.5109	70.7473	352.221	34.3884	149.5253	1437.1656	59.9986	208.5711	1818.3428	1.7772	24.7868	61.8633	392.1794	17.7933	59.4105	1718.7201	50.9226	211.8534	59.3601	16.4013	146.5963	23.2088	355.4416	17.3383	77.9727	1811.3075	32.2876	82.6647	84.4461	36.6692	87.478	51.1709	937.9388	67.8179	2494.8841	3919.2986	168.3737	5284.9765	373.5371	8.3896	27.083	184.5678	178.7657	14.5293	260.49	2001.4215	41.052	689.5373	651.7189	139.1994	268.4788	55.8009	555.8452	129.8391	91.7347	2571.4902	84.7592	323.1571	142.7145	6.4137	12.8071	26.5722	568.7301	59.4005	21.4258	97.946	207.9402	13.2847	19.3831	40.989	37.482	416.452	42.0598	31.6715	2321.9631	147.6511	184.0309	66.7362	12.0918	15.6375	25.3549	483.3441	21.7502	26.6479	2289.8635	75.9916	136.2822	98.8317	7.5915	294.256	3.271	337.9044	19.7573	78.3456	2091.8459	150.3724	124.3121	37.9919	34.056
PWY-7456	340.1249	383.3615	420.038	906.5716	273.8381	363.0034	730.695	436.643	1140.4667	718.5644	324.8561	357.8629	396.4567	3446.0268	140.491	188.8838	1377.0013	663.1651	671.2071	894.0513	259.2079	1167.9214	355.3948	196.9996	84.8424	139.8164	308.0183	451.1471	430.3426	765.609	242.4862	590.7129	306.2974	173.4244	122.2209	328.9455	148.8922	430.7706	544.2236	306.2268	221.019	727.4782	400.5786	454.2963	223.4585	310.0678	458.2202	479.6675	1167.6477	1110.3001	233.2031	889.0965	411.9064	191.2784	271.6013	79.7516	406.5602	536.0938	438.1784	531.5974	244.1664	225.0138	608.354	338.4399	262.0873	189.3264	1159.6572	389.5081	258.2475	398.0816	159.3986	740.2965	435.0503	265.8975	122.763	142.1079	153.7377	435.8239	321.9628	1462.6642	175.6305	953.5337	230.3825	212.8224	102.9265	105.3467	166.4071	534.7681	277.9579	884.6083	265.1654	456.3382	596.3084	256.8839	139.0431	355.0518	323.158	299.4131	488.6146	707.1113	359.117	664.2709	459.5271	127.3474	148.2563	228.9867	158.4936	423.7143	525.1078	963.8683	202.2136	272.2462	395.4063	159.1613	146.5346	66.8278	416.1523	222.5321	415.2028	266.5963	804.3497	634.6895	263.3553	176.0273	226.6976	391.767	630.6995	426.186	653.0837	225.2088	352.8039	198.0057	200.5548	146.1181	509.2491	155.0628	565.8383	916.3875	430.3295	445.5982	998.0438	194.6838	92.6597	124.6511	90.9197	128.4017	1033.3689	333.7828	432.1563	1364.8946
PWY-7527	497.9188	390.5042	522.2041	1711.9736	687.4725	301.1782	573.8556	232.4307	299.209	685.9017	477.8383	301.074	490.2697	1827.2927	539.1681	459.6259	565.7787	298.34	280.5594	390.7692	359.2467	337.5276	545.0409	2440.2267	845.6872	405.296	829.1138	285.2639	237.7508	993.3618	299.2129	359.9848	471.0223	2028.8893	406.9109	685.3707	891.551	307.9507	350.4197	367.9831	520.7629	452.5416	504.5843	2112.7831	452.8508	620.5104	816.5078	242.5693	356.3029	622.3758	377.6485	447.9229	539.6559	1657.2673	395.9419	329.918	640.7234	242.4848	243.74	601.1345	467.626	324.741	415.8752	1927.0855	529.756	679.0195	613.1507	271.957	282.3696	434.965	308.895	497.7024	415.1575	1691.4091	447.7219	426.5073	791.4028	312.8176	267.1787	314.2407	355.5656	220.1747	381.3553	1326.7446	287.8318	217.6405	367.9782	112.3034	194.41	385.8162	349.6087	345.6817	400.5183	2263.249	557.0991	543.586	693.6734	356.4283	376.0424	720.3868	593.4737	479.4462	466.9551	891.8411	658.8304	453.1186	770.9219	407.1517	358.1425	425.9225	378.5353	261.0232	359.9858	1659.1438	389.6384	650.7074	252.732	317.6884	423.8647	196.1221	243.3118	317.8341	1537.987	363.7781	524.6526	217.8779	189.8081	232.7498	345.5339	269.4172	242.8768	271.3272	1280.0189	288.7861	363.7146	322.7182	202.6825	121.9243	364.3148	286.347	219.1652	280.9262	1356.0059	282.8807	363.0426	289.8268	224.7035	204.504	341.6827	322.36
PWY-7528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4568	0.0	0.0	0.0	5.4724	5.4256	0.0	0.0	5.4243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4409	5.442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7539	8391.7015	8694.1862	8713.59	9209.2224	10993.6545	11848.0672	10302.3281	10109.9701	10830.9682	8551.9021	8345.4559	8625.8886	8506.9047	10623.0256	10950.3801	11611.6912	9094.023	10307.8488	10211.771	8904.5895	8217.6561	8913.2945	8502.0906	8805.4434	9774.1748	11406.2456	8101.8612	9864.5512	10053.6948	8454.523	7957.2858	8755.4877	8631.0892	9492.3601	10565.5992	11301.8076	9772.8025	9850.1203	10275.6767	9252.3949	8138.5957	9459.586	8984.1763	9200.8735	10786.0526	11476.3218	10632.6786	9951.3827	10118.3844	8845.2341	8065.644	8858.1537	8580.4846	9684.9422	11036.0597	11424.1272	8700.2223	10418.2896	10280.6268	9183.0408	8318.9851	8364.2548	8779.7979	9121.8781	10817.0274	11655.9526	9224.6151	10137.8362	10466.6646	8536.2405	8092.8771	9072.2381	8324.3308	8187.2478	10572.2784	11148.1397	8567.3876	10208.2459	9842.1384	8766.4429	8162.1596	8876.2162	8418.5105	9333.93	11315.0675	11838.2924	9875.1778	10320.4849	11588.8949	8980.1404	8328.3552	8510.8549	8535.606	8480.0746	11285.1457	10555.6347	9286.6282	9910.3916	9050.4412	9031.6425	8228.4425	8748.4042	8456.1637	8411.0731	10540.3822	11596.9175	8884.4864	10499.7473	10968.7616	8527.307	8097.256	8289.2056	8413.6588	8331.7086	10694.829	11513.9945	10127.6567	10104.2756	8676.5599	7954.7946	8602.3682	8312.9953	9333.5627	11096.4222	10793.6745	8971.0512	10173.9487	10178.9405	8370.2452	8333.0028	8907.082	8595.9825	8891.5078	10957.1077	11079.6262	8638.0669	10366.8783	10303.0194	8558.8236	8631.0556	8828.0328	8639.2525	7270.3527	10330.8605	11371.2837	8201.9778	10455.9508	10156.0844	8994.8523	10526.3719
PWY-7560	10955.9998	11055.088	10897.993	8578.606	11329.4863	12068.9149	7696.985	11090.8901	10565.7865	10984.1731	11017.8701	11004.0186	10969.8138	8269.5336	11421.0696	11945.295	8319.8005	11071.5136	10935.4977	10699.1839	10816.9821	10848.2745	10906.3734	8575.0253	10031.81	11906.2631	8025.6225	11091.8831	10945.1399	10948.9934	11026.989	10992.3559	10943.598	9293.9871	10937.1751	11547.6852	10116.1277	10922.1577	10898.2736	11120.8134	10994.4174	10678.6646	10875.9787	9106.0881	11135.3845	11873.689	9621.4538	10993.181	10417.7724	10662.5776	11089.615	10847.6181	10919.9498	9170.192	11508.5121	11959.5099	8736.715	11250.2725	11015.2559	10878.5469	10827.0349	11187.6976	10950.1389	8845.2623	11163.891	11841.0492	8697.3494	11176.3389	11013.567	10990.7439	11007.7182	10875.9111	10960.4303	8141.3504	10906.9966	11583.1181	8736.1904	11057.464	10903.1069	10479.8204	11051.7059	10930.5125	10926.0696	8911.0526	11616.1824	12050.3284	9337.0457	11227.3873	11707.7434	10887.3791	11052.8715	10774.1643	10908.7477	8438.3829	11658.7336	10129.3798	9187.9489	11094.4948	8467.0912	10728.8069	11052.077	10748.7574	11020.7715	8408.7851	10862.6598	11955.1843	8935.5897	11009.5942	10896.156	10755.7035	11023.8066	10969.6552	11030.6926	8353.1149	11053.1277	11855.2847	11000.966	10776.1805	11084.4172	11009.2888	10813.9961	10812.762	9120.6393	11348.8552	11013.0756	9186.3724	11022.9713	10864.5255	10869.5718	11182.1266	11004.5517	11173.0102	8813.984	11345.4371	11271.0236	8996.4304	11061.3471	10823.2271	11141.0497	11100.596	10903.4679	10826.7855	6972.29	10767.5092	11772.1636	8173.6378	10696.1508	10718.4854	11060.684	10578.0551
PWY-7616	289.0324	289.989	285.8361	1962.0229	1552.6991	1313.0267	466.1099	491.8605	623.3725	328.1685	295.8974	295.9044	297.1043	1080.3787	1243.7432	1101.2601	569.9343	534.1692	546.6396	316.5307	231.8821	233.4639	298.0765	1761.9499	997.0887	763.7381	891.6634	347.7983	378.4148	335.5849	253.5674	298.183	357.6573	2246.243	1185.8935	1106.0056	607.0218	562.1472	528.3137	430.9873	289.0591	391.0348	280.3947	1950.8781	1898.1849	697.3054	625.9786	424.6857	486.7538	304.3829	261.2241	355.8394	368.4435	2759.3964	1621.3832	1079.3415	555.259	548.9996	537.0477	346.2645	339.561	299.6577	263.4532	2562.9716	1914.8286	1259.5571	564.6368	447.421	557.3843	330.2663	245.3954	299.8279	254.1565	2606.8199	1694.0894	1095.6474	715.4043	538.4026	400.1219	324.6835	269.3251	304.0021	292.2044	2669.3337	1518.4893	1179.0036	567.6145	466.9152	322.299	406.3801	247.2592	260.1977	249.9999	2607.3864	1528.6151	941.3832	673.3783	443.5468	296.9781	441.1074	273.8559	271.4208	265.6309	2740.6564	2109.3134	1184.4888	571.418	598.972	510.4286	391.1684	276.6565	264.7845	309.6921	2675.8471	1698.9894	1404.6503	609.686	602.2071	372.6861	245.1016	332.3419	467.9395	2830.819	1491.069	1719.6772	690.5459	527.0305	522.6982	384.8203	313.2268	430.9569	408.8841	2509.5112	1926.3676	1559.4685	588.4676	653.6114	530.0836	436.7089	439.8704	401.5287	439.8694	2517.6588	1912.2022	1325.1529	723.4206	686.3303	585.6556	475.0269	910.5243
PWY-7644	0.0	54.8114	1.973	1.9255	14.2191	0.0	3.6155	50.8618	17.5956	1.9542	0.0	26.4782	15.7798	11.1784	6.7611	1.9254	16.6953	31.9118	35.8519	1.9239	0.0	38.1574	0.0	0.0	1.9405	1.9174	18.3881	11.749	3.8706	5.4291	0.0	27.6892	5.5926	0.0	0.0	1.9639	3.7445	16.5755	14.476	1.9612	0.0	39.2271	1.9703	27.5995	16.6825	0.0	16.6902	47.2391	15.7812	0.0	0.0	15.3846	25.5834	0.0	2.7481	0.0	7.5515	25.5157	1.93	0.0	0.0	3.8032	7.3694	13.9132	3.5211	17.5233	30.2117	54.2886	35.4342	0.0	0.0	20.728	1.9683	0.0	0.0	0.0	11.9419	13.9914	8.7746	12.5944	1.9613	22.4121	1.956	1.951	12.9524	0.0	14.4499	47.3643	0.0	0.0	0.0	20.8392	0.0	5.4971	3.4286	1.9159	3.5508	23.2066	15.6373	0.0	7.7073	26.6302	1.9497	1.9561	6.766	1.921	15.8705	33.3146	23.0049	0.0	1.9428	7.2461	18.2138	0.0	0.0	0.0	12.3778	23.7486	0.0	0.0	28.3713	6.8895	0.0	1.844	0.0	6.5221	26.76	1.9255	0.0	0.0	5.4842	9.9729	1.9227	0.0	0.0	6.6875	3.6389	11.7188	0.0	0.0	15.7899	0.0	0.0	1.857	0.0	1.8971	31.527	1.9293	0.0	0.0
PWY-7663	17229.2162	17562.837	17383.8955	14255.7121	26949.2548	31996.6709	18390.3546	18426.8711	19471.8105	17713.8305	17173.3896	17449.8876	17383.3167	20283.4874	30012.0367	30543.0572	17413.9117	18558.8358	18629.6655	18065.0128	16807.3065	17662.7557	17079.4525	11643.2172	22084.1184	31658.3872	14523.1948	17692.6889	18563.0208	17434.847	16775.5238	16948.3101	17304.5697	13602.9912	27013.2016	27869.4011	18887.8754	18047.011	18604.6447	17641.1555	16991.2518	18099.3071	17950.9883	14322.4679	26822.4906	31325.0528	17533.4569	18309.3339	18581.0085	17726.4805	16819.9113	17257.9035	17143.2618	13396.1461	30342.3125	31643.5211	15341.4204	18264.6556	18588.4473	18355.0651	16824.5214	17251.6188	17407.9363	12137.2322	25059.5577	29450.7363	16330.4401	18559.4919	18677.8757	17270.3903	16470.7769	17683.8778	17374.6722	11043.1939	24874.1808	28726.4912	15886.8828	18142.9902	18021.7337	17889.1323	16893.2882	17881.1987	17046.8859	14068.0337	29289.6549	28900.1397	18049.9188	18484.4722	21901.4504	17887.1428	16786.6628	17846.0416	17482.4215	10864.2419	28972.5566	24237.225	16800.6449	18284.379	14745.2615	17982.1627	16935.6728	17716.007	17190.1672	13001.0727	23526.0087	31146.5473	16272.7541	18289.0467	19209.5435	17516.1037	16956.1761	16859.7195	17306.8885	11253.1617	25566.5623	29216.5359	18372.2224	17844.5945	17600.096	16856.2137	17716.8239	16921.947	11795.1748	27154.0138	23659.1177	16421.7976	18129.9364	18016.5582	17523.8718	17177.1513	17486.7813	17384.5523	11793.7273	28005.4998	25944.3689	16220.3712	17897.9596	18083.6578	17568.9171	17240.4846	17347.5858	16946.9186	9260.418	26008.5453	30248.4645	14559.1886	17574.9091	17440.8662	17505.4205	19705.5135
PWY-7664	5758.0958	6711.6663	6560.0165	9625.9061	15668.676	19404.5963	16075.7529	10815.0044	13222.6447	7084.7721	5159.7948	6475.6364	6181.4533	17274.333	17298.8276	18359.5778	13593.9027	10754.0028	10619.1316	8465.2766	5127.9226	7323.1263	5975.5045	5855.8147	12765.718	18626.7107	10413.2045	8740.7131	9973.161	6261.5917	4690.1278	5791.4393	5669.4062	7719.3396	15676.296	17061.96	12369.0249	9034.1908	10673.7068	9356.0776	5306.6052	9782.7995	7717.4046	8667.9917	15421.4097	18196.7917	12019.4035	10168.5227	11249.1314	8319.9029	4940.5818	7386.2294	6638.9052	7034.1278	17732.9551	18493.7117	10733.3519	9979.8537	10552.7181	8723.4367	4804.7925	5526.6085	6162.5261	6770.0569	14690.906	17901.1255	12210.0017	9927.0112	11178.3397	6042.4926	4565.8213	7470.9676	5678.7519	5833.6716	14499.1352	16602.2352	10708.4205	10356.0331	9547.7176	8957.033	5205.9759	8054.254	5572.2709	8475.948	17283.4064	18264.7334	12933.0849	10297.9401	14810.005	7845.6366	4878.8664	7390.8445	6478.8819	4983.6222	16651.94	15635.0026	11486.5545	9173.0959	10174.4903	7887.8942	5508.2466	7638.0972	6424.6181	6939.4013	13898.3547	18630.2208	11206.3463	10911.6899	13602.0449	7479.8746	4825.5195	5409.445	6208.118	4918.413	14763.1275	16894.6883	10716.5975	10563.7001	5939.8356	4940.5284	7078.0229	5742.6315	5998.6988	15464.9416	14193.0391	10855.5397	10062.6719	10738.0345	6404.3962	4919.1665	7133.37	5253.129	6472.4664	15973.3612	15666.2788	11079.1004	9917.3378	11011.0365	5870.5869	4890.0925	6689.6313	5739.3077	6170.7724	14984.6645	17799.5998	10189.3225	10487.2287	9787.2293	5762.5693	10820.6492
PWY-841	13001.2384	13165.265	13008.2205	10331.692	12834.4409	13769.7878	11391.7186	13220.9546	13160.7404	13225.342	13100.9589	13197.6846	13088.3703	11759.7846	12919.9388	13576.6981	10608.8016	13238.1237	13076.9041	13196.1966	12968.6014	13307.6256	13089.2139	9966.3203	11561.653	13431.3928	9714.1557	13242.224	13037.3486	13185.718	13153.8133	13121.8211	13077.712	10762.6785	12418.5325	13193.63	12178.7441	13036.6871	13037.0021	13441.6763	13052.9111	13207.4826	13117.8748	10679.1925	12670.5311	13599.0652	11542.2461	13075.7794	12900.9293	13037.6841	12891.4826	12900.2861	12825.9298	10617.759	12869.5086	13489.9887	10341.2444	13189.43	12997.3387	12974.2731	12797.3665	13133.9446	12928.3417	10180.4037	12671.379	13525.952	10693.8115	13218.3732	13070.9105	13010.9141	12976.5199	13168.8509	13046.212	9261.9826	12347.9327	13157.7469	10427.7762	13143.5718	12971.618	13066.3697	13082.3535	13306.8903	12954.7672	10394.2379	13235.2578	13879.6111	11143.4031	13349.9074	14041.6374	13231.1135	13060.6633	13180.6731	13023.3616	9585.4289	13193.1285	11686.3971	11030.27	13219.7128	10303.724	13132.2996	12947.8284	12984.623	12967.9368	9571.7995	12336.9685	13617.0387	10570.9532	12990.662	13001.9041	12971.0168	12942.5251	13007.813	13012.1334	9523.5071	12475.7092	13399.7966	13025.9561	12835.4664	13068.1569	12980.3211	13113.5012	12785.8276	10566.0398	12864.3882	12636.5218	11026.9923	13136.9041	12853.6688	13022.7052	13088.9384	13097.6331	13097.0209	10135.6744	12670.4987	12890.4874	10728.4912	13051.6828	12995.3669	13167.6402	12904.4496	13079.657	12878.9996	7791.3902	12034.471	13309.3234	9600.9621	12821.5928	12801.7635	13179.035	12949.0362
